16242
PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=1136 ttl=64 time=10032 ms
64 bytes from 10.0.0.8: icmp_seq=1137 ttl=64 time=10008 ms
64 bytes from 10.0.0.8: icmp_seq=1138 ttl=64 time=10235 ms
64 bytes from 10.0.0.8: icmp_seq=1139 ttl=64 time=10214 ms
64 bytes from 10.0.0.8: icmp_seq=1144 ttl=64 time=12368 ms
64 bytes from 10.0.0.8: icmp_seq=1145 ttl=64 time=11365 ms
64 bytes from 10.0.0.8: icmp_seq=1146 ttl=64 time=10362 ms
64 bytes from 10.0.0.8: icmp_seq=1147 ttl=64 time=9359 ms
64 bytes from 10.0.0.8: icmp_seq=1148 ttl=64 time=9336 ms
64 bytes from 10.0.0.8: icmp_seq=1149 ttl=64 time=9314 ms
64 bytes from 10.0.0.8: icmp_seq=1150 ttl=64 time=9295 ms
64 bytes from 10.0.0.8: icmp_seq=1151 ttl=64 time=9517 ms
64 bytes from 10.0.0.8: icmp_seq=1152 ttl=64 time=9500 ms
64 bytes from 10.0.0.8: icmp_seq=1153 ttl=64 time=9469 ms
64 bytes from 10.0.0.8: icmp_seq=1154 ttl=64 time=9444 ms
64 bytes from 10.0.0.8: icmp_seq=1155 ttl=64 time=9412 ms
64 bytes from 10.0.0.8: icmp_seq=1156 ttl=64 time=9397 ms
64 bytes from 10.0.0.8: icmp_seq=1157 ttl=64 time=9377 ms
64 bytes from 10.0.0.8: icmp_seq=1158 ttl=64 time=9596 ms
64 bytes from 10.0.0.8: icmp_seq=1159 ttl=64 time=9570 ms
64 bytes from 10.0.0.8: icmp_seq=1160 ttl=64 time=9548 ms
64 bytes from 10.0.0.8: icmp_seq=1161 ttl=64 time=9523 ms
64 bytes from 10.0.0.8: icmp_seq=1162 ttl=64 time=9503 ms
64 bytes from 10.0.0.8: icmp_seq=1163 ttl=64 time=9479 ms
64 bytes from 10.0.0.8: icmp_seq=1164 ttl=64 time=9458 ms
64 bytes from 10.0.0.8: icmp_seq=1165 ttl=64 time=9676 ms
64 bytes from 10.0.0.8: icmp_seq=1166 ttl=64 time=9656 ms
64 bytes from 10.0.0.8: icmp_seq=1167 ttl=64 time=9631 ms
64 bytes from 10.0.0.8: icmp_seq=1168 ttl=64 time=9609 ms
64 bytes from 10.0.0.8: icmp_seq=1169 ttl=64 time=9586 ms
64 bytes from 10.0.0.8: icmp_seq=1170 ttl=64 time=9566 ms
64 bytes from 10.0.0.8: icmp_seq=1171 ttl=64 time=9541 ms
64 bytes from 10.0.0.8: icmp_seq=1172 ttl=64 time=9521 ms
64 bytes from 10.0.0.8: icmp_seq=1173 ttl=64 time=9741 ms
64 bytes from 10.0.0.8: icmp_seq=1174 ttl=64 time=9722 ms
64 bytes from 10.0.0.8: icmp_seq=1175 ttl=64 time=9698 ms
64 bytes from 10.0.0.8: icmp_seq=1176 ttl=64 time=9675 ms
64 bytes from 10.0.0.8: icmp_seq=1177 ttl=64 time=9650 ms
64 bytes from 10.0.0.8: icmp_seq=1178 ttl=64 time=9633 ms
64 bytes from 10.0.0.8: icmp_seq=1179 ttl=64 time=9608 ms
64 bytes from 10.0.0.8: icmp_seq=1180 ttl=64 time=9831 ms
64 bytes from 10.0.0.8: icmp_seq=1181 ttl=64 time=9806 ms
64 bytes from 10.0.0.8: icmp_seq=1182 ttl=64 time=9786 ms
64 bytes from 10.0.0.8: icmp_seq=1183 ttl=64 time=9761 ms
64 bytes from 10.0.0.8: icmp_seq=1184 ttl=64 time=9743 ms
64 bytes from 10.0.0.8: icmp_seq=1185 ttl=64 time=9717 ms
64 bytes from 10.0.0.8: icmp_seq=1186 ttl=64 time=9699 ms
64 bytes from 10.0.0.8: icmp_seq=1187 ttl=64 time=9675 ms
64 bytes from 10.0.0.8: icmp_seq=1188 ttl=64 time=9897 ms
64 bytes from 10.0.0.8: icmp_seq=1189 ttl=64 time=9872 ms
64 bytes from 10.0.0.8: icmp_seq=1190 ttl=64 time=9851 ms
64 bytes from 10.0.0.8: icmp_seq=1191 ttl=64 time=9830 ms
64 bytes from 10.0.0.8: icmp_seq=1192 ttl=64 time=9809 ms
64 bytes from 10.0.0.8: icmp_seq=1193 ttl=64 time=9788 ms
64 bytes from 10.0.0.8: icmp_seq=1194 ttl=64 time=9767 ms
64 bytes from 10.0.0.8: icmp_seq=1195 ttl=64 time=9988 ms
64 bytes from 10.0.0.8: icmp_seq=1196 ttl=64 time=9968 ms
64 bytes from 10.0.0.8: icmp_seq=1197 ttl=64 time=9949 ms
64 bytes from 10.0.0.8: icmp_seq=1198 ttl=64 time=9931 ms
64 bytes from 10.0.0.8: icmp_seq=1199 ttl=64 time=9912 ms
64 bytes from 10.0.0.8: icmp_seq=1200 ttl=64 time=9895 ms
64 bytes from 10.0.0.8: icmp_seq=1201 ttl=64 time=9875 ms
64 bytes from 10.0.0.8: icmp_seq=1209 ttl=64 time=9991 ms
64 bytes from 10.0.0.8: icmp_seq=1210 ttl=64 time=9973 ms
64 bytes from 10.0.0.8: icmp_seq=1211 ttl=64 time=9954 ms
64 bytes from 10.0.0.8: icmp_seq=1212 ttl=64 time=9938 ms
64 bytes from 10.0.0.8: icmp_seq=1213 ttl=64 time=10160 ms
64 bytes from 10.0.0.8: icmp_seq=1214 ttl=64 time=10135 ms
64 bytes from 10.0.0.8: icmp_seq=1215 ttl=64 time=10111 ms
64 bytes from 10.0.0.8: icmp_seq=1216 ttl=64 time=10086 ms
64 bytes from 10.0.0.8: icmp_seq=1217 ttl=64 time=10057 ms
64 bytes from 10.0.0.8: icmp_seq=1218 ttl=64 time=10042 ms
64 bytes from 10.0.0.8: icmp_seq=1219 ttl=64 time=10017 ms
64 bytes from 10.0.0.8: icmp_seq=1220 ttl=64 time=10238 ms
64 bytes from 10.0.0.8: icmp_seq=1221 ttl=64 time=10215 ms
64 bytes from 10.0.0.8: icmp_seq=1222 ttl=64 time=10196 ms
64 bytes from 10.0.0.8: icmp_seq=1223 ttl=64 time=10163 ms
64 bytes from 10.0.0.8: icmp_seq=1224 ttl=64 time=10143 ms
64 bytes from 10.0.0.8: icmp_seq=1225 ttl=64 time=10117 ms
64 bytes from 10.0.0.8: icmp_seq=1226 ttl=64 time=10095 ms
64 bytes from 10.0.0.8: icmp_seq=1227 ttl=64 time=10310 ms
64 bytes from 10.0.0.8: icmp_seq=1228 ttl=64 time=10288 ms
64 bytes from 10.0.0.8: icmp_seq=1229 ttl=64 time=10262 ms
64 bytes from 10.0.0.8: icmp_seq=1230 ttl=64 time=10242 ms
64 bytes from 10.0.0.8: icmp_seq=1231 ttl=64 time=10216 ms
64 bytes from 10.0.0.8: icmp_seq=1232 ttl=64 time=10195 ms
64 bytes from 10.0.0.8: icmp_seq=1233 ttl=64 time=10169 ms
64 bytes from 10.0.0.8: icmp_seq=1234 ttl=64 time=10391 ms
64 bytes from 10.0.0.8: icmp_seq=1235 ttl=64 time=10365 ms
64 bytes from 10.0.0.8: icmp_seq=1236 ttl=64 time=10343 ms
64 bytes from 10.0.0.8: icmp_seq=1237 ttl=64 time=10318 ms
64 bytes from 10.0.0.8: icmp_seq=1238 ttl=64 time=10299 ms
64 bytes from 10.0.0.8: icmp_seq=1239 ttl=64 time=10272 ms
64 bytes from 10.0.0.8: icmp_seq=1240 ttl=64 time=10251 ms
64 bytes from 10.0.0.8: icmp_seq=1241 ttl=64 time=10468 ms
64 bytes from 10.0.0.8: icmp_seq=1242 ttl=64 time=10447 ms
64 bytes from 10.0.0.8: icmp_seq=1243 ttl=64 time=10423 ms
64 bytes from 10.0.0.8: icmp_seq=1244 ttl=64 time=10402 ms
64 bytes from 10.0.0.8: icmp_seq=1245 ttl=64 time=10377 ms
64 bytes from 10.0.0.8: icmp_seq=1246 ttl=64 time=10358 ms
64 bytes from 10.0.0.8: icmp_seq=1247 ttl=64 time=10334 ms
64 bytes from 10.0.0.8: icmp_seq=1248 ttl=64 time=10314 ms
64 bytes from 10.0.0.8: icmp_seq=1249 ttl=64 time=10532 ms
64 bytes from 10.0.0.8: icmp_seq=1250 ttl=64 time=10512 ms
64 bytes from 10.0.0.8: icmp_seq=1251 ttl=64 time=10487 ms
64 bytes from 10.0.0.8: icmp_seq=1252 ttl=64 time=10465 ms
64 bytes from 10.0.0.8: icmp_seq=1253 ttl=64 time=10442 ms
64 bytes from 10.0.0.8: icmp_seq=1254 ttl=64 time=10422 ms
64 bytes from 10.0.0.8: icmp_seq=1255 ttl=64 time=10400 ms
64 bytes from 10.0.0.8: icmp_seq=1256 ttl=64 time=10623 ms
64 bytes from 10.0.0.8: icmp_seq=1257 ttl=64 time=10600 ms
64 bytes from 10.0.0.8: icmp_seq=1258 ttl=64 time=10583 ms
64 bytes from 10.0.0.8: icmp_seq=1259 ttl=64 time=10563 ms
64 bytes from 10.0.0.8: icmp_seq=1260 ttl=64 time=10547 ms
64 bytes from 10.0.0.8: icmp_seq=1261 ttl=64 time=10527 ms
64 bytes from 10.0.0.8: icmp_seq=1262 ttl=64 time=10513 ms
From 10.0.0.8 icmp_seq=1321 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1322 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1323 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1324 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1325 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1326 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1327 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1328 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1329 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1330 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1331 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1332 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1333 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1334 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1335 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1336 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1337 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1338 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1339 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1340 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1341 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1342 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1343 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1344 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1345 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1346 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1347 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1348 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1349 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1350 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1351 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1352 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1353 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1354 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1355 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1356 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1357 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1358 Destination Host Unreachable
From 10.0.0.8 icmp_seq=1359 Destination Host Unreachable
